epoch,acc,loss,val_acc,val_loss
0,0.22909192239886486,1.8529775620686098,0.24937308442878273,1.8656153691515813
1,0.24699571563599274,1.8096968551186825,0.2964614098634717,1.7852626196286512
2,0.3134557107693349,1.7118606465152406,0.39398161047645586,1.5917408399244444
3,0.389355254448786,1.5697220759172708,0.4566731680175261,1.456464511101277
4,0.4336619178820871,1.476539742581635,0.47757035385901364,1.3595405161032008
5,0.45508377165616487,1.4171714518211318,0.49791028141543603,1.3151840712573077
6,0.4796405308398339,1.3645321422453862,0.5232655335831157,1.2605473374416982
7,0.4927723013938227,1.3331334505789065,0.5280022290414607,1.2373522567230866
8,0.5083074994091206,1.3017308452734027,0.5293953747603514,1.2406260433154506
9,0.523494374602976,1.267180189650702,0.541933686271887,1.1985951340872785
10,0.5360339963119304,1.2254606254040425,0.5505711897547513,1.1723664124784579
11,0.5439060921797148,1.2027406245589427,0.5528002229074676,1.167143494845699
12,0.5588143091058277,1.176285269708111,0.5608804681301781,1.1454217316679849
13,0.5672785537885421,1.1559220473176446,0.5686820841501535,1.123132073968923
14,0.5765787732256937,1.1277258439125315,0.5778768459263868,1.1109614235406866
15,0.5771360897383407,1.1149801880618473,0.5684034550096969,1.104905993568429
16,0.5814204604723946,1.108777924562938,0.5767623293479527,1.107887539567307
17,0.5829182486369853,1.1095895626904628,0.5798272499344946,1.1118228929758271
18,0.5797136786300945,1.1099033627233859,0.5756478127653667,1.1059691890032055
19,0.5787383746883248,1.115129669925346,0.5770409584925612,1.1109982456593634
20,0.5803754920246766,1.116785610123668,0.5720256338896078,1.1208836722088311
21,0.5778327353687686,1.1184377288564236,0.5764837002033442,1.1201506322657175
22,0.5779372322309801,1.12442759373556,0.574254667046476,1.113079955997026
23,0.5765787731758658,1.1198296083099828,0.5714683756003908,1.1182752103983575
24,0.5787035424119938,1.1146459621696987,0.570075229877348,1.1368414340958553
25,0.5849733532965754,1.1024048670136553,0.5664530509932854,1.1196557728817085
26,0.5904768539669247,1.0830743117966768,0.5837280579631658,1.0957912772968639
27,0.5980006269644768,1.0619545650937274,0.5826135413805799,1.1077223042320428
28,0.6104009195971736,1.0341050592417702,0.5968236277597666,1.0920270845796378
29,0.6183775122410086,1.0105644929574704,0.5937587071690729,1.0778807531528467
30,0.6218955728065059,1.0005518919252554,0.6046252438088053,1.0750369834979618
31,0.6337037165671782,0.9818421279239266,0.6032320980857627,1.0700899774100197
32,0.6313351213593622,0.9805671600983382,0.6018389523585682,1.072320910674611
33,0.6293845135713264,0.9840882662911454,0.5962663694705496,1.0861437588091447
34,0.625970949909564,0.9883929314029192,0.6004458066396774,1.0708522824863764
35,0.6258664530265908,0.9951765247180073,0.5962663694705496,1.0717671820631796
36,0.6227315475609432,1.007963823538854,0.5971022569002232,1.0872204459852812
37,0.618969661086043,1.0217079172509271,0.5979381443382007,1.0855714796180014
38,0.6128043470730158,1.0267309428835085,0.5926441905906387,1.0878654457659866
39,0.6138493155498,1.0282252346062934,0.5795486207898861,1.1195552073404562
40,0.6088682991168048,1.0325181586639673,0.5901365283140734,1.0890452851821335
41,0.6201191263835156,1.0131193683780992,0.5926441905906387,1.0791242723844947
42,0.6233236964205107,1.0013406430422198,0.5993312900570914,1.0857571861676831
43,0.6332508969437329,0.9834024181618096,0.5982167734828092,1.0703305595596708
44,0.6344351945009271,0.9705817538695615,0.6035107272303712,1.0671392867876714
45,0.6432825943063288,0.9432286247219169,0.6018389523627201,1.071639647388166
46,0.6512591869979157,0.9268214344218456,0.6107550849901929,1.0667800852501084
47,0.6577031592921805,0.9089950482928104,0.6082474226887161,1.062318179061998
48,0.654289595615885,0.9075659218097398,0.6096405684117588,1.0658638016963011
49,0.6540109373201144,0.9169599272920868,0.6135413764362782,1.0681917093430564
50,0.6500748894054267,0.9249505385626213,0.6076901643994991,1.070076475338738
51,0.6463130028537085,0.9371871228227878,0.6043466146641968,1.0743533187870462
52,0.6404263471572135,0.9556093608545341,0.6012816940984144,1.0820943298828771
53,0.6379184228129312,0.9609424535365076,0.6071329061061301,1.0779306667367208
54,0.6376049322138394,0.9604492594428502,0.5929228197352472,1.08679195757728
55,0.6274687380513169,0.9834208984045139,0.5973808860489837,1.0793822709814558
56,0.6294541781156837,0.9894040014399245,0.594873223747507,1.082048770311185
57,0.6403915148185976,0.9508895064920853,0.5984954026274177,1.0854584794749984
58,0.6415409801430603,0.9493839726323822,0.6037893563749798,1.0796323723366548
59,0.6518513357868937,0.9242519733445631,0.6113123432752581,1.078829431440811
60,0.6527918074658275,0.9180391699946651,0.6113123432752581,1.0670193233474048
61,0.6609773938465427,0.8960760677324625,0.606575647821065,1.077373492814067
62,0.6681876763218211,0.8807829540369383,0.6135413764362782,1.0734959871664655
63,0.6726810407865267,0.86667612636304,0.6138200055808867,1.07253712975371
64,0.6733776864024215,0.8649897384661825,0.6146558930147122,1.0778199478456587
65,0.6714270786413757,0.8725166656267656,0.6085260518333246,1.0817616383788247
66,0.6694068062197075,0.8773209226929102,0.6157704096180577,1.0767954417542516
67,0.6632414922066802,0.8949737388029082,0.6060183895567594,1.089385891598425
68,0.6575638301349525,0.9126410726415662,0.6049038729783253,1.0781930483095026
69,0.6482636107330956,0.9203308637897324,0.6068542769656735,1.0937628725439301
70,0.6481242816028577,0.9336659818583553,0.5962663694705496,1.1203516282288601
71,0.6425511163725799,0.9516626031110851,0.5954304820325721,1.1035272725015737
72,0.6443623950594441,0.9466935042747987,0.6037893563749798,1.0890806996745963
73,0.6510153610552942,0.924475997697805,0.6057397604121508,1.0852212499329956
74,0.6518513358097315,0.9214146645109234,0.6076901643994991,1.0797631323387378
75,0.6644257898053977,0.8972189718289512,0.6149345221593208,1.0722359134214905
76,0.6673168692723674,0.8766258713336128,0.6163276679072748,1.08215072232058
77,0.6761991013250338,0.8538009511660025,0.6157704095931463,1.073445040822926
78,0.6798564910290736,0.8479044096481256,0.6171635553411003,1.0761838261547712
79,0.6844543522916297,0.8328668133061219,0.6199498467622743,1.076866023917157
80,0.6875195931215687,0.8372904758700184,0.6166062970269719,1.0804395136244618
81,0.6811452854567841,0.8459284297143277,0.6227361382332709,1.0792066119912276
82,0.6789508516410039,0.843584285210432,0.6152131513039293,1.0866355439287336
83,0.6729945313565522,0.857466380836747,0.607968793569019,1.088087379915796
84,0.6701731164069497,0.8756594569743948,0.6163276679072748,1.0870211147670794
85,0.6671775401628911,0.8883921158172987,0.6085260518333246,1.1011349819403367
86,0.6582604757923705,0.9088126455854317,0.5962663694705496,1.0961712197893407
87,0.6493434114571446,0.9276373926020078,0.5984954026274177,1.0933027757047844
88,0.653488453117017,0.9189726125608937,0.591251044867596,1.1109218316079514
89,0.6644257897846361,0.8912961858185636,0.606018389527696,1.0978682198608178
90,0.665401093766891,0.8801724621401614,0.6115909724489299,1.0795526428785986
91,0.6716709045923019,0.8685765699299033,0.6115909724240185,1.0855866676919406
92,0.6814239437027267,0.8433451047345278,0.6149345221842322,1.0779252373830095
93,0.6857779790351183,0.8357991776316387,0.6110337141348015,1.082703577239854
94,0.6911769827903137,0.8190062394099465,0.6140986347254952,1.0830555975221265
95,0.6941377268286308,0.8076990448721416,0.6205071050514913,1.0784797479130492
96,0.6972726322527552,0.8056852573627439,0.6129841181470611,1.089119151961209
97,0.6903061757969164,0.8181050333791884,0.6163276678823634,1.0935979484017098
98,0.6847330105790956,0.8319242883780777,0.613262747316581,1.0891946813594535
99,0.6832352224020479,0.8354049998206851,0.6057397603872394,1.0938306552980497
100,0.6806924657814347,0.8499704286709919,0.6068542769615216,1.1211997663519715
101,0.6720888919892442,0.8731713889742135,0.5998885483463084,1.0882398198659986
102,0.6638684732636845,0.8851365303768168,0.610755084986041,1.0795602499525272
103,0.6605942387300838,0.8967661230312237,0.6007244357842859,1.1160419545953537
104,0.6613605489401638,0.8954680593286406,0.6054611312426309,1.1098458596875522
105,0.6674213661262743,0.8787063511483676,0.6096405684117588,1.0907374347408823
106,0.6730293636121215,0.8592802551938821,0.616049038733603,1.075589363074761
107,0.6814936082533125,0.8391398849596594,0.6135413764362782,1.0830382140242778
108,0.6891915426927282,0.8219642425169744,0.6135413764362782,1.0999674340017196
109,0.6937894039822744,0.8111088567195489,0.6196712176176657,1.092363849394366
110,0.703995262822029,0.7936373451103291,0.6193925884730572,1.0940775929735576
111,0.7043435856123288,0.7844484823160093,0.6179994427500146,1.0914375635201834
112,0.7029154620419235,0.7877581664966878,0.6177208136054061,1.0925416591672985
113,0.6988052526853722,0.7973759116110473,0.6182780718946231,1.0934466014302984
114,0.6960883346810278,0.8045747301484596,0.6154917804485378,1.0904967355409283
115,0.6944163850891066,0.8177477975799197,0.6088046809779332,1.1020932426091254
116,0.6825037444392327,0.8357714583098176,0.6110337141348015,1.0977515368516082
117,0.678393535090986,0.8496301045005542,0.6051825020980224,1.1009035346301428
118,0.6731686927278262,0.8620458958004372,0.5993312900861547,1.1106608873889718
119,0.6676303597801079,0.8847241520636665,0.6062970186764565,1.1051868453733966
120,0.6682921731840327,0.8901857269994102,0.6043466146600449,1.0998837701388806
121,0.6762687659046859,0.8618969716552889,0.617163555316189,1.1095629574761612
122,0.682956564127039,0.8402964236336926,0.605461131238479,1.119387264536031
123,0.6876589222518066,0.8296878312759263,0.606018389527696,1.1183541918505064
124,0.694381552841842,0.8052697358196518,0.6154917804443859,1.095783641392157
125,0.6989097495538122,0.7920268832144475,0.6174421844566457,1.1013966599823406
126,0.7069908391076107,0.780586410214059,0.6179994427500146,1.09912878120467
127,0.707443658795417,0.7766552186983083,0.617163555316189,1.10084655484837
128,0.7066425162757874,0.7674411107780518,0.6163276678782115,1.1088235315820838
129,0.710508899610823,0.7720786679886846,0.6163276679072748,1.0977028643862388
